target_id	length	eff_length	est_counts	tpm
MGG_14591T0	1617	1618	16	0.718623
MGG_07304T0	258	259	0	0
MGG_09457T0	1172	1173	154.218	9.55425
MGG_07009T0	1011	1012	420.415	30.1896
MGG_15010T0	556	557	11	1.43515
MGG_11663T0	1098	1099	27	1.78536
MGG_00065T0	3029	3030	2255.82	54.103
MGG_10601T0	2183	2184	31	1.0315
MGG_11526T0	633	634	0	0
MGG_13087T0	327	328	0	0
MGG_00223T0	1555	1556	4870	227.446
MGG_02093T0	1506	1507	0	0
MGG_01153T0	1251	1252	6468	375.427
MGG_02698T0	1675	1676	10	0.433596
MGG_10893T0	1663	1664	182	7.94836
MGG_14635T0	1511	1512	691	33.2113
MGG_17720T0	375	376	183	35.369
MGG_17976T0	4110	4111	1360	24.0409
MGG_05211T0	4310	4311	4910	82.7681
MGG_05253T0	1815	1816	617	24.6904
MGG_07261T0	2500	2501	186	5.40454
MGG_01043T0	2705	2706	1461.53	39.2501
MGG_04395T0	4996	4997	3952.48	57.4805
MGG_00786T1	1869	1870	5097.34	198.09
MGG_00786T0	1904	1905	1733.66	66.1345
MGG_06579T0	975	976	9	0.67012
MGG_15326T0	892	893	114	9.27712
MGG_17770T0	318	319	0	0
MGG_03684T0	2464	2465	2223	65.5363
MGG_16981T0	2740	2741	704	18.6648
MGG_17657T0	700	701	0	0
MGG_11239T0	2741	2742	285	7.55331
MGG_08136T0	1643	1644	1916	84.6941
MGG_09718T0	1570	1571	473	21.8799
MGG_05720T0	2668	2669	1282.77	34.9269
MGG_10455T0	594	595	0	0
MGG_08158T0	1723	1724	122	5.14259
MGG_01319T0	993	994	25	1.82774
MGG_07686T0	729	730	32	3.18557
MGG_04518T0	2276	2277	1827	58.3089
MGG_10595T0	3024	3025	7761	186.446
MGG_07332T0	2844	2845	1911.71	48.8315
MGG_00246T0	1594	1595	607	27.6559
MGG_14140T0	1269	1270	0	0
MGG_03888T0	1983	1984	716	26.2259
MGG_17017T0	309	310	55	12.8932
MGG_17237T0	207	208	0	0
MGG_09185T0	3684	3685	138	2.72146
MGG_04634T0	2250	2251	2	0.0645675
MGG_15422T0	1101	1102	143	9.43005
MGG_12303T0	273	274	21	5.56966
MGG_05067T0	1594	1595	227.404	10.3609
MGG_04724T0	4323	4324	1009	16.9576
MGG_10534T0	2152	2153	463	15.6278
MGG_06375T0	1961	1962	1773	65.6704
MGG_09428T0	972	973	26	1.94187
MGG_02702T0	501	502	0	0
MGG_05491T0	3200	3201	0	0
MGG_08646T0	3719	3720	1902	37.1559
MGG_03350T0	735	736	1	0.0987374
MGG_03315T0	1005	1006	5	0.361187
MGG_06267T0	1350	1351	2241.26	120.558
MGG_04557T0	710	711	191	19.522
MGG_16385T0	321	322	2	0.451371
MGG_16360T0	381	382	0	0
MGG_09467T0	984	985	170	12.5422
MGG_01722T0	2290	2291	5212.23	165.332
MGG_01117T0	2575	2576	506	14.2746
MGG_09164T0	2056	2057	15	0.529928
MGG_06775T0	2044	2045	273	9.70128
MGG_06052T0	3840	3841	6555	124.019
MGG_10152T0	3181	3182	274	6.25763
MGG_03456T0	1623	1624	189	8.45737
MGG_05718T0	2436	2437	2352	70.1361
MGG_05128T0	2264	2265	9239	296.426
MGG_15417T0	429	430	0	0
MGG_03816T0	1434	1435	3	0.151925
MGG_07298T0	1397	1398	408	21.2086
MGG_00543T0	2181	2182	1318	43.8955
MGG_08957T0	381	382	0	0
MGG_04194T0	2002	2003	26	0.943305
MGG_17907T0	354	355	0	0
MGG_07785T0	2112	2113	203.777	7.00834
MGG_02191T0	1340	1341	30	1.62574
MGG_17222T0	1735	1736	324	13.563
MGG_04173T0	1753	1754	1579	65.4203
MGG_03668T0	3678	3679	3444	68.0288
MGG_09126T0	846	847	10	0.857978
MGG_00070T0	1870	1871	48	1.86435
MGG_10418T0	327	328	0	0
MGG_08016T0	2309	2310	192	6.04017
MGG_16393T0	2074	2075	654	22.9044
MGG_05627T0	1029	1030	331	23.3534
MGG_13629T0	3079	3080	202	4.76607
MGG_11144T0	2144	2145	1358	46.0079
MGG_17499T0	537	538	47.8316	6.46089
MGG_15485T0	904	905	19	1.52568
MGG_11917T0	5142	5143	3490	49.3138
MGG_09963T0	2128	2129	998	34.0655
MGG_16222T0	989	990	118.39	8.69042
MGG_08008T0	1229	1230	369	21.8012
MGG_03498T0	1923	1924	396.997	14.9948
MGG_01616T0	2385	2386	167	5.08634
MGG_02631T0	2146	2147	145	4.9079
MGG_15799T0	321	322	0	0
MGG_03644T0	435	436	10046	1674.43
MGG_13801T0	3460	3461	473	9.9316
MGG_09761T0	1121	1122	18762	1215.19
MGG_01404T0	1327	1328	1149	62.8755
MGG_17587T0	189	190	0	0
MGG_09497T0	2338	2339	5140.98	159.726
MGG_04022T0	1036	1037	908	63.6307
MGG_16750T0	1440	1441	45	2.26939
MGG_10785T0	936	937	5	0.387784
MGG_18035T0	405	406	0	0
MGG_10195T0	2296	2297	18764	593.641
MGG_07437T0	4272	4273	502.719	8.54972
MGG_12863T0	1239	1240	17	0.996293
MGG_10268T0	2058	2059	1993	70.3413
MGG_09535T0	1617	1618	1315	59.0618
MGG_02863T0	1206	1207	144	8.66992
MGG_01190T0	1260	1261	471	27.1435
MGG_04905T0	2525	2526	832.53	23.9511
MGG_07087T0	3264	3265	1345	29.9363
MGG_03894T0	2787	2788	230.913	6.01887
MGG_07428T0	1229	1230	0	0
MGG_07406T0	2151	2152	54	1.82352
MGG_05693T0	2633	2634	21704	598.803
MGG_02907T0	465	466	30	4.67837
MGG_04340T0	2626	2627	1	0.027663
MGG_06914T0	1627	1628	2830	126.326
MGG_15502T0	219	220	17	5.61547
MGG_09523T0	12506	12507	2949	17.1349
MGG_05368T0	1920	1921	256	9.68439
MGG_14006T0	222	223	19	6.19168
MGG_09004T0	1853	1854	2919.88	114.45
MGG_07804T0	453	454	0	0
MGG_04431T0	4016	4017	17076	308.919
MGG_13813T0	1278	1279	497.521	28.2684
MGG_02848T0	165	166	3574	1564.61
MGG_10597T0	1167	1168	4	0.248872
MGG_00560T0	2595	2596	261	7.30627
MGG_15427T0	943	944	0	0
MGG_05797T0	2028	2029	449.236	16.0898
MGG_15226T0	2805	2806	929	24.0596
MGG_06178T0	1893	1894	28	1.07433
MGG_17161T0	270	271	31	8.31289
MGG_01870T0	1485	1486	4	0.195614
MGG_02919T0	1185	1186	252	15.441
MGG_07382T0	3201	3202	3166	71.8537
MGG_07959T0	843	844	0	0
MGG_16791T0	420	421	3	0.517844
MGG_16945T0	658	659	15.3524	1.69297
MGG_04108T0	3642	3643	697	13.9038
MGG_03468T0	1125	1126	49	3.1624
MGG_09944T0	3054	3055	1761	41.8898
MGG_01584T0	1968	1969	1026.3	37.8782
MGG_17597T0	168	169	0	0
MGG_06639T0	2340	2341	860.146	26.7012
MGG_10118T0	4290	4291	468	7.92587
MGG_05957T0	1247	1248	2105.25	122.588
MGG_02348T0	3837	3838	0	0
MGG_17403T0	279	280	20	5.19077
MGG_13447T0	2873	2874	936.009	23.6675
MGG_08170T0	2542	2543	1998	57.0964
MGG_03259T0	351	352	1	0.206451
MGG_03130T0	3368	3369	6793	146.528
MGG_00456T0	5577	5578	2653	34.5636
MGG_05172T0	1281	1282	27	1.53051
MGG_01494T0	2541	2542	3169	90.5954
MGG_09551T0	3954	3955	8548.02	157.065
MGG_10709T0	1767	1768	160	6.57654
MGG_10973T0	893	894	351	28.5318
MGG_07136T0	2801	2802	908.332	23.5579
MGG_02581T0	501	502	77	11.1467
MGG_10648T0	2303	2304	1.00356	0.0316533
MGG_03928T0	1183	1184	1026.53	63.0054
MGG_17703T0	1370	1371	145	7.68582
MGG_10035T0	1826	1827	47	1.86947
MGG_01338T0	2787	2788	163	4.24868
MGG_01127T0	3693	3694	1360	26.7548
MGG_17405T0	213	214	1	0.339583
MGG_10857T0	5138	5139	5147	72.7839
MGG_01467T0	3280	3281	6082	134.71
MGG_08305T0	1665	1666	38.5596	1.68197
MGG_12590T0	3805	3806	1176	22.4542
MGG_16108T0	608	609	6	0.715968
MGG_06948T0	1353	1354	710.816	38.1503
MGG_15554T0	2507	2508	1096	31.7572
MGG_06184T0	1780	1781	3014	122.981
MGG_09903T0	1326	1327	1158	63.4158
MGG_07643T0	942	943	9	0.69357
MGG_13771T0	538	539	122	16.4487
MGG_13806T0	1965	1966	17676	653.371
MGG_04576T0	1596	1597	46	2.09321
MGG_14375T0	774	775	0	0
MGG_09173T0	1322	1323	634	34.8248
MGG_09425T0	471	472	342	52.6555
MGG_05915T0	858	859	2718	229.941
MGG_05807T0	1703	1704	303	12.9221
MGG_07095T0	2669	2670	1151	31.3274
MGG_00166T0	1104	1105	618	40.643
MGG_13473T0	339	340	460	98.3193
MGG_05891T1	2226	2227	0	0
MGG_05891T0	2810	2811	341.174	8.82011
MGG_02295T0	1404	1405	8	0.413784
MGG_16446T0	1152	1153	45	2.83624
MGG_15534T0	1844	1845	72	2.83593
MGG_06678T0	2741	2742	1404	37.21
MGG_00281T0	690	691	0	0
MGG_15781T0	159	160	3	1.36258
MGG_08631T0	948	949	328	25.117
MGG_16471T0	1227	1228	35	2.07123
MGG_13559T0	690	691	0	0
MGG_16238T0	273	274	7	1.85655
MGG_13467T0	2848	2849	1668.16	42.5505
MGG_01523T0	3030	3031	319.235	7.65393
MGG_16909T0	165	166	4	1.7511
MGG_01398T0	1805	1806	615	24.7467
MGG_04972T0	1222	1223	1524.68	90.5968
MGG_02900T0	3602	3603	350	7.05933
MGG_03177T0	1197	1198	0	0
MGG_08205T0	1741	1742	446	18.6057
MGG_00681T0	1652	1653	4563	200.603
MGG_16841T0	809	810	2054.96	184.365
MGG_10453T0	1280	1281	7	0.397108
MGG_03595T0	3620	3621	10244	205.589
MGG_18064T0	798	799	0	0
MGG_08019T1	2018	2019	513.796	18.4933
MGG_08019T0	1561	1562	295.204	13.7341
MGG_09290T0	1305	1306	196	10.9062
MGG_06510T0	1219	1220	7339	437.156
MGG_04449T0	3339	3340	2538.92	55.241
MGG_03866T0	645	646	26	2.92483
MGG_10932T0	1926	1927	273	10.2953
MGG_00289T0	2307	2308	30609.9	963.797
MGG_03269T0	4873	4874	731.644	10.9087
MGG_14068T0	2224	2225	51	1.66571
MGG_13607T0	11784	11785	0	0
MGG_04516T0	1612	1613	580.342	26.1463
MGG_01753T0	2433	2434	781	23.3179
MGG_15879T0	828	829	0	0
MGG_11124T0	1746	1747	0	0
MGG_05506T0	1453	1454	53	2.64893
MGG_02886T0	1359	1360	95	5.07627
MGG_05344T0	839	840	4081	353.059
MGG_00458T0	911	912	449.252	35.7977
MGG_16522T0	1133	1134	69.1971	4.43439
MGG_14133T0	5222	5223	3791	52.7465
MGG_03811T0	1701	1702	6	0.256184
MGG_07534T0	2061	2062	103	3.63001
MGG_15339T1	4192	4193	367.721	6.37314
MGG_15339T0	4258	4259	541.279	9.23577
MGG_15866T0	2100	2101	3880	134.204
MGG_06780T0	2416	2417	68	2.04452
MGG_15904T0	287	288	10	2.52329
MGG_09992T0	1485	1486	233	11.3945
MGG_03753T0	1031	1032	0	0
MGG_01525T0	569	570	4567	582.258
MGG_00264T0	1625	1626	459	20.5141
MGG_05106T0	2055	2056	820	28.9835
MGG_13129T0	2229	2230	392	12.7744
MGG_06322T0	1671	1672	4357.8	189.405
MGG_15753T0	4783	4784	2254	34.2392
MGG_04993T0	2111	2112	488	16.7913
MGG_07054T0	1125	1126	94	6.06665
MGG_06748T0	2639	2640	4954	136.368
MGG_01445T0	1122	1123	111	7.18295
MGG_07848T0	4392	4393	0	0
MGG_07576T0	1465	1466	157	7.78261
MGG_04780T0	5315	5316	569.353	7.78317
MGG_04780T1	5138	5139	822.647	11.6331
MGG_06276T0	2429	2430	7372	220.465
MGG_00957T0	2592	2593	1867.39	52.335
MGG_18001T0	156	157	6	2.77723
MGG_12988T0	2612	2613	1918.8	53.3642
MGG_07962T0	1670	1671	2187	95.1113
MGG_08129T0	2402	2403	17	0.514109
MGG_09237T0	1369	1370	939.305	49.8248
MGG_05224T0	3926	3927	3499	64.7504
MGG_11505T0	1873	1874	481.026	18.6534
MGG_07454T0	2102	2103	1153	39.8428
MGG_12131T0	4366	4367	2682	44.6309
MGG_01575T0	1174	1175	7935	490.76
MGG_01297T0	1315	1316	183	10.1054
MGG_15819T0	255	256	0	0
MGG_14936T0	1159	1160	36.2478	2.27082
MGG_17923T0	374	375	28	5.42608
MGG_02535T0	3025	3026	1793	43.0597
MGG_17750T0	1656	1657	5	0.219284
MGG_16608T0	165	166	102	44.6531
MGG_02331T0	1446	1447	7	0.351552
MGG_00213T0	1154	1155	268	16.8621
MGG_17823T0	1878	1879	11	0.425428
MGG_00671T0	1815	1816	232	9.28393
MGG_02182T0	483	484	0	0
MGG_01448T0	2193	2194	413	13.6796
MGG_16273T0	947	948	3	0.229971
MGG_03937T0	4236	4237	13312	228.32
MGG_03879T0	2016	2017	2572	92.6669
MGG_15889T0	195	196	0	0
MGG_17893T0	399	400	17	3.08851
MGG_08253T0	1152	1153	364	22.942
MGG_09264T0	2102	2103	1366	47.2032
MGG_12955T0	2475	2476	2819	82.7378
MGG_16707T1	1785	1786	16.3339	0.66461
MGG_16707T0	1457	1458	6.66614	0.332259
MGG_15551T0	306	307	6	1.42028
MGG_05662T0	1545	1546	755.124	35.4951
MGG_16930T0	609	610	0	0
MGG_12948T0	1369	1370	4584.6	243.187
MGG_07926T0	1269	1270	2075	118.734
MGG_09720T0	1990	1991	11	0.401496
MGG_09129T0	3276	3277	50	1.1088
MGG_08966T0	1143	1144	3	0.19057
MGG_15019T0	2863	2864	307	7.78978
MGG_02472T0	813	814	374	33.3893
MGG_02417T0	2341	2342	827	25.6613
MGG_00400T0	991	992	37	2.7105
MGG_17558T0	2183	2184	10917.2	363.26
MGG_14836T0	915	916	1	0.0793349
MGG_08919T0	4875	4876	1446	21.5508
MGG_03721T0	1536	1537	1756	83.0253
MGG_06874T0	2142	2143	3048	103.36
MGG_02042T0	2082	2083	0	0
MGG_07606T0	3210	3211	1600.64	36.2254
MGG_07606T1	3252	3253	26.9382	0.601789
MGG_05701T0	740	741	1209.89	118.655
MGG_17221T0	561	562	0.333333	0.0431025
MGG_05457T0	4677	4678	286.893	4.45676
MGG_01802T0	3968	3969	13243	242.474
MGG_00144T0	1560	1561	422.594	19.6734
MGG_03236T0	1349	1350	5124.72	275.865
MGG_17346T0	252	253	542	155.682
MGG_03238T0	2455	2456	629.68	18.6317
MGG_01778T0	3393	3394	1754	37.5558
MGG_00339T0	2054	2055	320	11.3161
MGG_11589T0	731	732	5187.8	515.029
MGG_08083T0	2257	2258	1722	55.4203
MGG_03152T0	1150	1151	12065.8	761.797
MGG_13659T0	1689	1690	196	8.42809
MGG_08498T0	1536	1537	10	0.472809
MGG_01270T0	1109	1110	32	2.09501
MGG_00760T0	5556	5557	4869	63.6735
MGG_05982T0	1458	1459	320	15.9388
MGG_14628T0	1807	1808	715	28.7387
MGG_01550T0	1613	1614	5698	256.554
MGG_15975T0	963	964	2	0.150769
MGG_09759T0	660	661	40	4.39763
MGG_13248T0	378	379	0	0
MGG_04057T0	948	949	3	0.229728
MGG_02645T0	339	340	14	2.99233
MGG_02708T0	1170	1171	3632	225.397
MGG_09608T0	2272	2273	0	0
MGG_14623T0	1848	1849	0	0
MGG_04311T0	1606	1607	468.107	21.1684
MGG_15605T0	216	217	1	0.334888
MGG_10109T0	588	589	85	10.4873
MGG_15731T0	2042	2043	272	9.67521
MGG_05381T0	1443	1444	436	21.9421
MGG_08476T0	969	970	15	1.12377
MGG_14690T0	1598	1599	143	6.49901
MGG_17519T0	258	259	1	0.280582
MGG_10473T0	1455	1456	0	0
MGG_15693T0	150	151	0	0
MGG_02854T0	1911	1912	556	21.1323
MGG_06924T0	2012	2013	6540	236.099
MGG_10103T0	1680	1681	868	37.5242
MGG_13624T0	5560	5561	751	9.81401
MGG_12986T0	2344	2345	5376	166.6
MGG_05353T0	1587	1588	36	1.64745
MGG_17047T0	168	169	10	4.30004
MGG_09102T0	1809	1810	24	0.96359
MGG_06326T0	958	959	31.1638	2.36152
MGG_05716T0	715	716	84	8.52562
MGG_16998T0	651	652	49.6021	5.52856
MGG_09239T0	2351	2352	6098.27	188.421
MGG_12708T0	855	856	495	42.0234
MGG_06026T0	2797	2798	1650	42.8544
MGG_10463T0	1707	1708	541.161	23.0249
MGG_07086T0	1334	1335	4636	252.361
MGG_05004T0	3737	3738	1071	20.8214
MGG_00440T0	1824	1825	113	4.49961
MGG_12999T0	3180	3181	2725	62.2533
MGG_01386T0	2071	2072	244	8.55775
MGG_15183T0	1741	1742	2	0.0834337
MGG_13191T0	1710	1711	274.955	11.6781
MGG_02431T0	408	409	0	0
MGG_02899T0	2288	2289	1723	54.7015
MGG_02097T0	2643	2644	119	3.27073
MGG_16477T0	4912	4913	780.877	11.5504
MGG_00161T0	2283	2284	1194	37.9899
MGG_16045T0	625	626	661.765	76.8226
MGG_17263T0	1242	1243	193	11.2836
MGG_15774T0	1645	1646	4444	196.202
MGG_10076T0	1437	1438	311	15.7167
MGG_17873T0	474	475	112	17.135
MGG_09361T0	1114	1115	6114	398.483
MGG_08715T0	414	415	0	0
MGG_10458T0	948	949	0	0
MGG_14211T0	280	281	11	2.84476
MGG_15336T0	381	382	0	0
MGG_09856T0	2569	2570	361	10.2078
MGG_01456T0	2245	2246	534	17.2779
MGG_10730T0	3926	3927	566	10.4741
MGG_02305T0	1419	1420	11	0.562942
MGG_09666T0	468	469	0	0
MGG_08559T0	1255	1256	1404	81.2339
MGG_16188T0	889	890	28.604	2.33559
MGG_06249T0	939	940	7395.87	571.77
MGG_15631T0	213	214	10	3.39583
MGG_08122T0	3123	3124	2311	53.7587
MGG_16835T0	2504	2505	388	11.256
MGG_09048T0	3766	3767	984	18.9828
MGG_09431T0	1419	1420	0	0
MGG_07800T0	2489	2490	47	1.3717
MGG_00600T0	522	523	2409	334.73
MGG_02879T0	3687	3688	40	0.788186
MGG_13049T0	969	970	81	6.06838
MGG_03841T0	6205	6206	6748	79.0174
MGG_08689T0	4722	4723	2852	43.8825
MGG_00826T0	1087	1088	9	0.601137
MGG_04446T0	1910	1911	1039	39.5107
MGG_15930T0	1137	1138	1	0.0638583
MGG_14563T0	4675	4676	7359	114.368
MGG_11072T0	1096	1097	15	0.993675
MGG_06288T0	1530	1531	1431	67.9241
MGG_05551T0	1488	1489	0	0
MGG_13020T0	2283	2284	3628	115.433
MGG_15735T0	303	304	0	0
MGG_04334T0	1845	1846	224	8.81812
MGG_17756T0	216	217	0	0
MGG_11385T0	1771	1772	919.509	37.7096
MGG_09349T0	1164	1165	1236	77.0996
MGG_11914T0	2195	2196	691.181	22.8728
MGG_02009T0	3173	3174	0	0
MGG_15250T0	1791	1792	281	11.3954
MGG_13441T0	1536	1537	90	4.25528
MGG_04387T0	2004	2005	530	19.2097
MGG_15254T0	210	211	0	0
MGG_14118T0	2730	2731	1735	46.1676
MGG_08821T0	2911	2912	367.362	9.16775
MGG_16145T0	1233	1234	596	35.0987
MGG_09304T0	1276	1277	1274	72.5
MGG_16925T0	1637	1638	0	0
MGG_16925T1	1572	1573	9	0.415789
MGG_16547T0	594	595	0	0
MGG_08499T0	2264	2265	459.198	14.733
MGG_07325T0	1497	1498	1257	60.9794
MGG_02770T0	1280	1281	7048.2	399.842
MGG_04975T0	1554	1555	131	6.1221
MGG_08458T0	1394	1395	8642	450.194
MGG_01304T0	2099	2100	6468	223.826
MGG_00227T0	1251	1252	7347.69	426.488
MGG_15981T0	360	361	0	0
MGG_15518T0	636	637	18	2.05349
MGG_00734T0	715	716	39	3.95832
MGG_03722T0	2349	2350	24	0.742169
MGG_12276T0	3361	3362	1634	35.3195
MGG_16346T0	291	292	0	0
MGG_04432T0	2105	2106	3874	133.678
MGG_17751T0	231	232	9	2.81912
MGG_06680T0	2377	2378	941.556	28.7736
MGG_02180T0	753	754	3	0.289141
MGG_05654T0	3176	3177	2083	47.6466
MGG_10115T0	2675	2676	1303	35.3849
MGG_16001T0	690	691	0	0
MGG_11511T0	1412	1413	8.98379	0.462037
MGG_09167T0	2596	2597	74	2.07071
MGG_06080T0	2046	2047	517	18.3541
MGG_01361T0	1836	1837	4064	160.77
MGG_18042T0	435	436	0	0
MGG_16671T0	213	214	0	0
MGG_02836T0	2273	2274	9589	306.438
MGG_09589T0	11681	11682	34	0.211505
MGG_17040T0	571	572	0	0
MGG_15550T0	397	398	16	2.92144
MGG_09553T0	6137	6138	4408.32	52.1922
MGG_08622T0	2251	2252	8755.99	282.551
MGG_05553T0	1446	1447	5	0.251108
MGG_01305T0	974	975	8805	656.273
MGG_17766T0	342	343	0	0
MGG_04379T0	516	517	7230	1016.27
MGG_05346T0	1612	1613	257	11.5787
MGG_17541T0	276	277	0	0
MGG_12958T0	4027	4028	65575	1183.07
MGG_10632T0	2638	2639	20623.1	567.904
MGG_07777T0	2614	2615	1953	54.2738
MGG_01011T0	1990	1991	1987	72.5248
MGG_02106T0	531	532	161	21.9925
MGG_09791T0	684	685	0	0
MGG_15638T0	333	334	124	26.9796
MGG_17163T0	258	259	32	8.97863
MGG_10655T0	2076	2077	6652	232.742
MGG_14612T0	2582	2583	0	0
MGG_13715T0	1502	1503	3	0.145051
MGG_00461T0	1533	1534	7	0.331614
MGG_09520T0	1512	1513	963.694	46.2871
MGG_08999T0	555	556	0	0
MGG_04536T1	3596	3597	1384.29	27.967
MGG_04536T0	3685	3686	393.709	7.76212
MGG_15150T0	327	328	12	2.65869
MGG_14000T0	972	973	398.721	29.7794
MGG_02192T0	2640	2641	0	0
MGG_07712T0	705	706	394	40.5556
MGG_07599T0	1271	1272	46	2.62803
MGG_01701T0	2191	2192	30	0.994582
MGG_03848T0	3247	3248	193	4.31818
MGG_15420T0	519	520	0	0
MGG_10878T0	1836	1837	148743	5884.19
MGG_01201T0	3281	3282	877.279	19.4249
MGG_17079T0	2136	2137	825.775	28.0813
MGG_17041T0	1684	1685	914	39.419
MGG_14916T0	2798	2799	361	9.37268
MGG_10325T0	1963	1964	796	29.4531
MGG_00591T0	1713	1714	906	38.4129
MGG_15571T0	447	448	1	0.162212
MGG_14748T0	2027	2028	853	30.5662
MGG_07850T0	941	942	0	0
MGG_12213T0	2082	2083	121.311	4.23226
MGG_15553T0	1381	1382	31	1.6301
MGG_09002T0	624	625	884	102.786
MGG_15207T0	630	631	6	0.691006
MGG_10234T0	579	580	0	0
MGG_14117T0	615	616	112	13.2129
MGG_12843T0	1757	1758	2611	107.931
MGG_02403T0	2172	2173	467.422	15.6318
MGG_02403T1	2167	2168	393.578	13.1926
MGG_16264T0	204	205	2	0.708983
MGG_04258T0	920	921	8	0.631233
MGG_08059T0	1467	1468	1225	60.6415
MGG_02710T0	884	885	3585.65	294.432
MGG_16444T0	3807	3808	3063	58.4534
MGG_02565T0	1641	1642	0	0
MGG_05936T0	1323	1324	4479	245.84
MGG_02948T0	1706	1707	1227	52.2361
MGG_04425T0	1557	1558	789	36.8018
MGG_12546T0	312	313	2	0.46435
MGG_02739T0	1165	1166	925.047	57.6534
MGG_13891T0	4461	4462	1610	26.2214
MGG_15804T0	192	193	2	0.753065
MGG_01031T0	675	676	123	13.2226
MGG_16921T0	793	794	193	17.6643
MGG_03004T0	3077	3078	26	0.613853
MGG_02620T0	978	979	4389.64	325.841
MGG_04938T0	1143	1144	122	7.74985
MGG_05628T0	1059	1060	135	9.25524
MGG_16611T0	984	985	3.46711	0.255795
MGG_18046T0	2451	2452	155	4.59379
MGG_12029T0	639	640	0	0
MGG_01763T0	1152	1153	8	0.50422
MGG_06929T0	1784	1785	1509.19	61.442
MGG_15709T0	174	175	1	0.415261
MGG_08875T0	3368	3369	1558	33.6067
MGG_17912T0	297	298	80	19.5089
MGG_10007T0	318	319	0	0
MGG_17908T0	1776	1777	1123	45.9253
MGG_01199T0	1008	1009	3215	231.553
MGG_11371T0	4259	4260	109	1.85942
MGG_10004T0	408	409	79	14.0366
MGG_05252T0	1375	1376	2139.74	113.006
MGG_14705T0	267	268	37	10.0329
MGG_02468T0	3234	3235	749	16.8255
MGG_07810T0	348	349	0	0
MGG_00729T0	3427	3428	60	1.27195
MGG_16028T0	225	226	0	0
MGG_06411T0	1278	1279	1582	89.8867
MGG_12939T0	1862	1863	53126	2072.31
MGG_01034T0	5402	5403	2010.16	27.0368
MGG_05666T0	5841	5842	5154	64.1125
MGG_17578T0	642	643	662	74.8181
MGG_15199T0	411	412	0	0
MGG_17804T0	189	190	0	0
MGG_01544T0	1600	1601	127	5.76464
MGG_04128T0	2204	2205	3213	105.892
MGG_04209T0	2778	2779	485	12.6827
MGG_01453T0	2446	2447	263	7.81055
MGG_16715T0	261	262	7	1.94159
MGG_01631T0	2248	2249	6806.05	219.92
MGG_08119T0	393	394	0	0
MGG_00239T0	3723	3724	0	0
MGG_16302T0	1145	1146	31	1.96579
MGG_15724T0	1579	1580	23.3349	1.07327
MGG_17493T0	534	535	12.4502	1.69115
MGG_08026T0	965	966	2	0.150457
MGG_06765T0	2578	2579	3325	93.6915
MGG_00134T0	4621	4622	1135	17.8454
MGG_16721T0	2775	2776	398	10.4189
MGG_04903T0	2970	2971	473.858	11.5906
MGG_16514T0	561	562	4	0.51723
MGG_12424T0	3228	3229	890	20.03
MGG_04790T0	6360	6361	749	8.55689
MGG_04058T0	1577	1578	241	11.0986
MGG_04440T0	3046	3047	2327	55.4988
MGG_01625T0	20262	20263	4562.13	16.3615
MGG_01625T1	20188	20189	1710.87	6.15832
MGG_04415T0	2693	2694	183	4.93643
MGG_07340T0	3338	3339	249	5.41929
