target_id	length	eff_length	est_counts	tpm
MGG_13629T0	3079	3080	72	1.79583
MGG_11144T0	2144	2145	1583	56.6939
MGG_17499T0	537	538	1.28843	0.183976
MGG_15485T0	904	905	23	1.95237
MGG_11917T0	5142	5143	6582	98.316
MGG_09963T0	2128	2129	341	12.3044
MGG_16222T0	989	990	36.2878	2.81584
MGG_08008T0	1229	1230	131	8.1818
MGG_03498T0	1923	1924	175.198	6.9953
MGG_01616T0	2385	2386	120	3.86361
MGG_02631T0	2146	2147	47	1.6817
MGG_15799T0	321	322	0	0
MGG_03644T0	435	436	3415	601.71
MGG_13801T0	3460	3461	323	7.16941
MGG_09761T0	1121	1122	7211	493.725
MGG_01404T0	1327	1328	200	11.5695
MGG_17587T0	189	190	0	0
MGG_09497T0	2338	2339	3493	114.723
MGG_04022T0	1036	1037	372	27.5579
MGG_16750T0	1440	1441	7	0.373179
MGG_10785T0	936	937	0	0
MGG_18035T0	405	406	3	0.567646
MGG_10195T0	2296	2297	11738	392.569
MGG_07437T0	4272	4273	109.489	1.96843
MGG_12863T0	1239	1240	11	0.681481
MGG_10268T0	2058	2059	1041	38.8398
MGG_09535T0	1617	1618	438	20.7959
MGG_02863T0	1206	1207	185	11.7746
MGG_01190T0	1260	1261	87	5.30013
MGG_04905T0	2525	2526	810.189	24.6397
MGG_07087T0	3264	3265	1688	39.7166
MGG_03894T0	2787	2788	86.1107	2.37272
MGG_07428T0	1229	1230	2	0.124913
MGG_07406T0	2151	2152	9	0.321279
MGG_05693T0	2633	2634	15070	439.522
MGG_02907T0	465	466	8	1.31882
MGG_04340T0	2626	2627	2	0.0584861
MGG_06914T0	1627	1628	2221	104.804
MGG_15502T0	219	220	8	2.79351
MGG_09523T0	12506	12507	2535	15.5707
MGG_05368T0	1920	1921	61	2.43941
MGG_14006T0	222	223	4	1.37796
MGG_09004T0	1853	1854	1939.99	80.3846
MGG_07804T0	453	454	0	0
MGG_04431T0	4016	4017	10000	191.241
MGG_13813T0	1278	1279	229.359	13.7761
MGG_02848T0	165	166	4982	2305.57
MGG_10597T0	1167	1168	0	0
MGG_00560T0	2595	2596	403	11.9257
MGG_15427T0	943	944	4	0.325515
MGG_05797T0	2028	2029	498.968	18.8918
MGG_15226T0	2805	2806	1408	38.5476
MGG_06178T0	1893	1894	497	20.1585
MGG_17161T0	270	271	17	4.81906
MGG_01870T0	1485	1486	5	0.258484
MGG_02919T0	1185	1186	149	9.65127
MGG_07382T0	3201	3202	2919	70.0318
MGG_07959T0	843	844	0	0
MGG_16791T0	420	421	7	1.27732
MGG_16945T0	658	659	32.9603	3.84228
MGG_04108T0	3642	3643	409	8.62476
MGG_03468T0	1125	1126	34	2.31965
MGG_09944T0	3054	3055	2710	68.1461
MGG_01584T0	1968	1969	596.994	23.292
MGG_17597T0	168	169	0	0
MGG_06639T0	2340	2341	546.146	17.9222
MGG_10118T0	4290	4291	161	2.88237
MGG_05957T0	1247	1248	1645.78	101.307
MGG_02348T0	3837	3838	0	0
MGG_17403T0	279	280	3	0.823087
MGG_13447T0	2873	2874	284.992	7.61778
MGG_08170T0	2542	2543	1989	60.0857
MGG_03259T0	351	352	2	0.436486
MGG_03130T0	3368	3369	2862	65.2606
MGG_00456T0	5577	5578	1250	17.2153
MGG_05172T0	1281	1282	10	0.599232
MGG_01494T0	2541	2542	7236	218.678
MGG_09551T0	3954	3955	7651.35	148.619
MGG_10709T0	1767	1768	50	2.17255
MGG_10973T0	893	894	82	7.04627
MGG_07136T0	2801	2802	531.588	14.5744
MGG_02581T0	501	502	27	4.13183
MGG_10648T0	2303	2304	2	0.0666853
MGG_03928T0	1183	1184	1088	70.5927
MGG_17703T0	1370	1371	374	20.9564
MGG_10035T0	1826	1827	17	0.714814
MGG_01338T0	2787	2788	118	3.25141
MGG_01127T0	3693	3694	801	16.6578
MGG_17405T0	213	214	0	0
MGG_10857T0	5138	5139	2154	32.1995
MGG_01467T0	3280	3281	4561	106.791
MGG_08305T0	1665	1666	16.2805	0.750716
MGG_12590T0	3805	3806	730	14.7345
MGG_16108T0	608	609	52	6.55947
MGG_06948T0	1353	1354	424	24.0564
MGG_15554T0	2507	2508	218	6.67747
MGG_06184T0	1780	1781	3484	150.279
MGG_09903T0	1326	1327	1515	87.705
MGG_07643T0	942	943	0	0
MGG_13771T0	538	539	18	2.56547
MGG_13806T0	1965	1966	4945	193.226
MGG_04576T0	1596	1597	32	1.53932
MGG_14375T0	774	775	0	0
MGG_09173T0	1322	1323	296	17.1876
MGG_09425T0	471	472	70	11.393
MGG_05915T0	858	859	1704	152.391
MGG_05807T0	1703	1704	208	9.37727
MGG_07095T0	2669	2670	547	15.7383
MGG_00166T0	1104	1105	554	38.515
MGG_13473T0	339	340	189	42.7037
MGG_05891T1	2226	2227	90.4862	3.12137
MGG_05891T0	2810	2811	123.126	3.36489
MGG_02295T0	1404	1405	3	0.164032
MGG_16446T0	1152	1153	39	2.59847
MGG_15534T0	1844	1845	37	1.54059
MGG_06678T0	2741	2742	1190	33.3397
MGG_00281T0	690	691	0	0
MGG_15781T0	159	160	4	1.92054
MGG_08631T0	948	949	189	15.2995
MGG_16471T0	1227	1228	14	0.875815
MGG_13559T0	690	691	4	0.444697
MGG_16238T0	273	274	2	0.560741
MGG_13467T0	2848	2849	1565.28	42.2067
MGG_01523T0	3030	3031	141.122	3.57678
MGG_16909T0	165	166	3	1.38834
MGG_01398T0	1805	1806	68	2.8925
MGG_04972T0	1222	1223	461.502	28.9888
MGG_02900T0	3602	3603	286	6.09796
MGG_03177T0	1197	1198	0	0
MGG_08205T0	1741	1742	759	33.4716
MGG_00681T0	1652	1653	1178	54.7463
MGG_16841T0	809	810	944	89.5302
MGG_10453T0	1280	1281	7	0.41979
MGG_03595T0	3620	3621	9626	204.221
MGG_18064T0	798	799	0	0
MGG_08019T1	2018	2019	2665.73	101.429
MGG_08019T0	1561	1562	4426.27	217.69
MGG_09290T0	1305	1306	110	6.47042
MGG_06510T0	1219	1220	3783	238.21
MGG_04449T0	3339	3340	2280.71	52.4573
MGG_03866T0	645	646	25	2.97297
MGG_10932T0	1926	1927	84	3.34873
MGG_00289T0	2307	2308	10891	362.504
MGG_03269T0	4873	4874	325.946	5.1374
MGG_14068T0	2224	2225	19	0.656004
MGG_13607T0	11784	11785	3	0.0195557
MGG_04516T0	1612	1613	368.192	17.5357
MGG_01753T0	2433	2434	730	23.0401
MGG_15879T0	828	829	5	0.463338
MGG_11124T0	1746	1747	0	0
MGG_05506T0	1453	1454	64	3.38141
MGG_02886T0	1359	1360	20	1.12973
MGG_05344T0	839	840	2029	185.56
MGG_00458T0	911	912	491.11	41.3682
MGG_16522T0	1133	1134	61.0041	4.13265
MGG_14133T0	5222	5223	1847	27.1662
MGG_03811T0	1701	1702	0	0
MGG_07534T0	2061	2062	620	23.0986
MGG_15339T1	4192	4193	157.707	2.88941
MGG_15339T0	4258	4259	1359.29	24.5182
MGG_15866T0	2100	2101	1872	68.4483
MGG_06780T0	2416	2417	47	1.49384
MGG_15904T0	287	288	3	0.800224
MGG_09992T0	1485	1486	139	7.18586
MGG_03753T0	1031	1032	0	0
MGG_01525T0	569	570	1856	250.142
MGG_00264T0	1625	1626	384	18.1423
MGG_05106T0	2055	2056	800	29.8916
MGG_13129T0	2229	2230	106	3.6516
MGG_06322T0	1671	1672	1273.69	58.5208
MGG_15753T0	4783	4784	1166.21	18.7271
MGG_04993T0	2111	2112	762	27.7168
MGG_07054T0	1125	1126	17	1.15983
MGG_06748T0	2639	2640	3522	102.487
MGG_01445T0	1122	1123	87	5.95144
MGG_07848T0	4392	4393	5	0.0874362
MGG_07576T0	1465	1466	52	2.72491
MGG_04780T0	5315	5316	256.89	3.71231
MGG_04780T1	5138	5139	517.11	7.73014
MGG_06276T0	2429	2430	3759	118.836
MGG_00957T0	2592	2593	1932.56	57.2549
MGG_18001T0	156	157	0	0
MGG_12988T0	2612	2613	1819.38	53.4894
MGG_07962T0	1670	1671	2167	99.6243
MGG_08129T0	2402	2403	10	0.31969
MGG_09237T0	1369	1370	701.067	39.3117
MGG_05224T0	3926	3927	2185	42.7438
MGG_11505T0	1873	1874	220.599	9.04308
MGG_07454T0	2102	2103	912	33.3149
MGG_12131T0	4366	4367	2997	52.7213
MGG_01575T0	1174	1175	7878	515.064
MGG_01297T0	1315	1316	68	3.9695
MGG_15819T0	255	256	0	0
MGG_14936T0	1159	1160	21	1.39073
MGG_17923T0	374	375	17	3.48257
MGG_02535T0	3025	3026	1343	34.0949
MGG_17750T0	1656	1657	0	0
MGG_16608T0	165	166	22	10.1812
MGG_02331T0	1446	1447	8	0.424721
MGG_00213T0	1154	1155	180	11.9722
MGG_17823T0	1878	1879	0	0
MGG_00671T0	1815	1816	83	3.51111
MGG_02182T0	483	484	0	0
MGG_01448T0	2193	2194	520	18.2075
MGG_16273T0	947	948	6	0.486212
MGG_03937T0	4236	4237	17506	317.403
MGG_03879T0	2016	2017	1441	54.8834
MGG_15889T0	195	196	5	1.95973
MGG_17893T0	399	400	22	4.22518
MGG_08253T0	1152	1153	54	3.59788
MGG_09264T0	2102	2103	1241	45.3331
MGG_12955T0	2475	2476	1352	41.9478
MGG_16707T1	1785	1786	11.7718	0.506343
MGG_16707T0	1457	1458	5.22818	0.275471
MGG_15551T0	306	307	1	0.250233
MGG_05662T0	1545	1546	576.068	28.6251
MGG_16930T0	609	610	0	0
MGG_12948T0	1369	1370	5816.18	326.137
MGG_07926T0	1269	1270	840	50.8111
MGG_09720T0	1990	1991	5	0.192922
MGG_09129T0	3276	3277	64	1.50033
MGG_08966T0	1143	1144	17	1.14158
MGG_15019T0	2863	2864	102	2.73596
MGG_02472T0	813	814	702	66.2515
MGG_02417T0	2341	2342	726	23.814
MGG_00400T0	991	992	14	1.08417
MGG_17558T0	2183	2184	14333.6	504.18
MGG_14836T0	915	916	5235	439.04
MGG_08919T0	4875	4876	2936	46.2567
MGG_03721T0	1536	1537	692	34.5872
MGG_06874T0	2142	2143	2995	107.364
MGG_02042T0	2082	2083	0	0
MGG_07606T0	3210	3211	993.668	23.773
MGG_07606T1	3252	3253	1.9132e-05	4.51813e-07
MGG_05701T0	740	741	956.6	99.1733
MGG_17221T0	561	562	0.666667	0.0911287
MGG_05457T0	4677	4678	296.903	4.8757
MGG_01802T0	3968	3969	7870	152.327
MGG_00144T0	1560	1561	503.486	24.7781
MGG_03236T0	1349	1350	2160.5	122.943
MGG_17346T0	252	253	122	37.0444
MGG_03238T0	2455	2456	264.679	8.27892
MGG_01778T0	3393	3394	16941	383.451
MGG_00339T0	2054	2055	3264	122.017
MGG_11589T0	731	732	4572.69	479.891
MGG_08083T0	2257	2258	3041	103.461
MGG_03152T0	1150	1151	7919.24	528.556
MGG_13659T0	1689	1690	168	7.63669
MGG_08498T0	1536	1537	956	47.7823
MGG_01270T0	1109	1110	28	1.93784
MGG_00760T0	5556	5557	5872	81.1761
MGG_05982T0	1458	1459	36	1.89553
MGG_14628T0	1807	1808	389	16.5285
MGG_01550T0	1613	1614	14237	677.638
MGG_15975T0	963	964	3.00571	0.239526
MGG_09759T0	660	661	8	0.929761
MGG_13248T0	378	379	12	2.43234
MGG_04057T0	948	949	4	0.3238
MGG_02645T0	339	340	4	0.903782
MGG_02708T0	1170	1171	2909	190.84
MGG_09608T0	2272	2273	2	0.0675948
MGG_14623T0	1848	1849	0	0
MGG_04311T0	1606	1607	73.0698	3.49305
MGG_15605T0	216	217	1	0.354016
MGG_10109T0	588	589	11	1.4347
MGG_15731T0	2042	2043	2246	84.4548
MGG_05381T0	1443	1444	259	13.7789
MGG_08476T0	969	970	2	0.158395
MGG_14690T0	1598	1599	92	4.42
MGG_17519T0	258	259	3	0.889824
MGG_10473T0	1455	1456	0	0
MGG_15693T0	150	151	0	0
MGG_02854T0	1911	1912	638	25.6339
MGG_06924T0	2012	2013	2378	90.7509
MGG_10103T0	1680	1681	324	14.8068
MGG_13624T0	5560	5561	9849	136.057
MGG_12986T0	2344	2345	4004	131.17
MGG_05353T0	1587	1588	9	0.435386
MGG_17047T0	168	169	9	4.09108
MGG_09102T0	1809	1810	0	0
MGG_06326T0	958	959	508.799	40.7578
MGG_05716T0	715	716	332	35.6211
MGG_16998T0	651	652	1	0.117824
MGG_09239T0	2351	2352	3782.82	123.555
MGG_12708T0	855	856	1627	146.015
MGG_06026T0	2797	2798	826	22.6785
MGG_10463T0	1707	1708	137.588	6.18835
MGG_07086T0	1334	1335	2483	142.882
MGG_05004T0	3737	3738	816	16.77
MGG_00440T0	1824	1825	18	0.757691
MGG_12999T0	3180	3181	1700	41.0552
MGG_01386T0	2071	2072	110	4.07836
MGG_15183T0	1741	1742	3	0.132299
MGG_13191T0	1710	1711	306.992	13.7835
MGG_02431T0	408	409	25	4.69569
MGG_02899T0	2288	2289	1081	36.2796
MGG_02097T0	2643	2644	33	0.958816
MGG_16477T0	4912	4913	339.376	5.30661
MGG_00161T0	2283	2284	1111	37.3681
MGG_16045T0	625	626	1679.94	206.159
MGG_17263T0	1242	1243	47	2.90475
MGG_15774T0	1645	1646	2453	114.485
MGG_10076T0	1437	1438	48	2.56428
MGG_17873T0	474	475	68	10.9976
MGG_09361T0	1114	1115	14163	975.805
MGG_08715T0	414	415	0	0
MGG_10458T0	948	949	0	0
MGG_14211T0	280	281	6	1.64032
MGG_15336T0	381	382	0	0
MGG_09856T0	2569	2570	18	0.538049
MGG_01456T0	2245	2246	393	13.442
MGG_10730T0	3926	3927	221	4.32329
MGG_02305T0	1419	1420	3	0.162299
MGG_09666T0	468	469	2	0.327597
MGG_08559T0	1255	1256	1646	100.675
MGG_16188T0	889	890	14.6165	1.26164
MGG_06249T0	939	940	1863.24	152.273
MGG_15631T0	213	214	7	2.51285
MGG_08122T0	3123	3124	2025	49.7963
MGG_16835T0	2504	2505	305	9.35351
MGG_09048T0	3766	3767	1137	23.1872
MGG_09431T0	1419	1420	1	0.0540996
MGG_07800T0	2489	2490	107	3.30116
MGG_00600T0	522	523	1288	189.189
MGG_02879T0	3687	3688	119	2.47878
MGG_13049T0	969	970	42	3.32629
MGG_03841T0	6205	6206	3863	47.8185
MGG_08689T0	4722	4723	1771	28.806
MGG_00826T0	1087	1088	8	0.564864
MGG_04446T0	1910	1911	1066	42.8528
MGG_15930T0	1137	1138	9	0.607551
MGG_14563T0	4675	4676	2569	42.2058
MGG_11072T0	1096	1097	27	1.89077
MGG_06288T0	1530	1531	863	43.303
MGG_05551T0	1488	1489	0	0
MGG_13020T0	2283	2284	2221	74.7025
MGG_15735T0	303	304	0	0
MGG_04334T0	1845	1846	155	6.45034
MGG_17756T0	216	217	0	0
MGG_11385T0	1771	1772	695.133	30.1361
MGG_09349T0	1164	1165	2990	197.164
MGG_11914T0	2195	2196	11981.4	419.14
MGG_02009T0	3173	3174	0	0
MGG_15250T0	1791	1792	62	2.65789
MGG_13441T0	1536	1537	45	2.24917
MGG_04387T0	2004	2005	323	12.3757
MGG_15254T0	210	211	0	0
MGG_14118T0	2730	2731	2876	80.9003
MGG_08821T0	2911	2912	353	9.31249
MGG_16145T0	1233	1234	778.957	48.4932
MGG_09304T0	1276	1277	633	38.0799
MGG_16925T0	1637	1638	11	0.515895
MGG_16925T1	1572	1573	0	0
MGG_16547T0	594	595	0	0
MGG_08499T0	2264	2265	1330.43	45.124
MGG_07325T0	1497	1498	476	24.4106
MGG_02770T0	1280	1281	4314.77	258.757
MGG_04975T0	1554	1555	129	6.37297
MGG_08458T0	1394	1395	2938	161.793
MGG_01304T0	2099	2100	3272	119.695
MGG_00227T0	1251	1252	1182.5	72.5568
MGG_15981T0	360	361	0	0
MGG_15518T0	636	637	12	1.44719
MGG_00734T0	715	716	13	1.3948
MGG_03722T0	2349	2350	17	0.55573
MGG_12276T0	3361	3362	1358	31.0302
MGG_16346T0	291	292	0	0
MGG_04432T0	2105	2106	2013	73.4291
MGG_17751T0	231	232	75	24.8345
MGG_06680T0	2377	2378	1743.97	56.3389
MGG_02180T0	753	754	19	1.93582
MGG_05654T0	3176	3177	950	22.9715
MGG_10115T0	2675	2676	3054	87.673
MGG_16001T0	690	691	0	0
MGG_11511T0	1412	1413	3.58324	0.194813
MGG_09167T0	2596	2597	41	1.21282
MGG_06080T0	2046	2047	419	15.7246
MGG_01361T0	1836	1837	2447	102.331
MGG_18042T0	435	436	0	0
MGG_16671T0	213	214	0	0
MGG_02836T0	2273	2274	14338	484.375
MGG_09589T0	11681	11682	30	0.197282
MGG_17040T0	571	572	4	0.537213
MGG_15550T0	397	398	10	1.93019
MGG_09553T0	6137	6138	2673.3	33.4582
MGG_08622T0	2251	2252	1874.84	63.9555
MGG_05553T0	1446	1447	0	0
MGG_01305T0	974	975	7235	570.055
MGG_17766T0	342	343	0	0
MGG_04379T0	516	517	5424	805.957
MGG_05346T0	1612	1613	49	2.3337
MGG_17541T0	276	277	0	0
MGG_12958T0	4027	4028	14444	275.475
MGG_10632T0	2638	2639	14026.3	408.305
MGG_07777T0	2614	2615	700	20.5641
MGG_01011T0	1990	1991	1186	45.7611
MGG_02106T0	531	532	47	6.78686
MGG_09791T0	684	685	0	0
MGG_15638T0	333	334	142	32.6606
MGG_17163T0	258	259	8	2.37286
MGG_10655T0	2076	2077	7325	270.928
MGG_14612T0	2582	2583	0	0
MGG_13715T0	1502	1503	16	0.817794
MGG_00461T0	1533	1534	17	0.851346
MGG_09520T0	1512	1513	136.764	6.94412
MGG_08999T0	555	556	1	0.138168
MGG_04536T1	3596	3597	1364.58	29.1436
MGG_04536T0	3685	3686	179.415	3.73927
MGG_15150T0	327	328	600	140.527
MGG_14000T0	972	973	305.611	24.129
MGG_02192T0	2640	2641	9	0.261792
MGG_07712T0	705	706	709	77.1479
MGG_07599T0	1271	1272	71	4.28799
MGG_01701T0	2191	2192	83	2.90884
MGG_03848T0	3247	3248	53	1.25355
MGG_15420T0	519	520	0	0
MGG_10878T0	1836	1837	53130	2221.84
MGG_01201T0	3281	3282	557.154	13.0413
MGG_17079T0	2136	2137	306.091	11.0034
MGG_17041T0	1684	1685	152	6.92989
MGG_14916T0	2798	2799	291	7.9868
MGG_10325T0	1963	1964	351	13.7293
MGG_00591T0	1713	1714	3178	142.438
MGG_15571T0	447	448	4.22786	0.724979
MGG_14748T0	2027	2028	431	16.3265
MGG_07850T0	941	942	1	0.0815515
MGG_12213T0	2082	2083	42.3272	1.56104
MGG_15553T0	1381	1382	180	10.0057
MGG_09002T0	624	625	292	35.891
MGG_15207T0	630	631	18	2.19142
MGG_10234T0	579	580	2	0.264902
MGG_14117T0	615	616	59	7.3579
MGG_12843T0	1757	1758	2130.67	93.1063
MGG_02403T0	2172	2173	2.1456	0.0758528
MGG_02403T1	2167	2168	165.854	5.87693
MGG_16264T0	204	205	0	0
MGG_04258T0	920	921	1	0.0834109
MGG_08059T0	1467	1468	1198	62.6922
MGG_02710T0	884	885	752	65.2766
MGG_16444T0	3807	3808	1416	28.566
MGG_02565T0	1641	1642	0	0
MGG_05936T0	1323	1324	1330	77.1696
MGG_02948T0	1706	1707	644	28.9824
MGG_04425T0	1557	1558	213	10.5026
MGG_12546T0	312	313	1	0.245436
MGG_02739T0	1165	1166	466.128	30.7107
MGG_13891T0	4461	4462	911	15.6845
MGG_15804T0	192	193	1	0.398039
MGG_01031T0	675	676	47	5.34114
MGG_16921T0	793	794	47	4.54737
MGG_03004T0	3077	3078	11	0.274541
MGG_02620T0	978	979	2479.31	194.55
MGG_04938T0	1143	1144	56	3.76049
MGG_05628T0	1059	1060	52	3.7686
MGG_16611T0	984	985	9.03736	0.704836
MGG_18046T0	2451	2452	78	2.44375
MGG_12029T0	639	640	0	0
MGG_01763T0	1152	1153	6	0.399765
MGG_06929T0	1784	1785	2034.33	87.5518
MGG_15709T0	174	175	0	0
MGG_08875T0	3368	3369	1298	29.5976
MGG_17912T0	297	298	27	6.96034
MGG_10007T0	318	319	0	0
MGG_17908T0	1776	1777	300	12.9693
MGG_01199T0	1008	1009	418	31.825
MGG_11371T0	4259	4260	100	1.80332
MGG_10004T0	408	409	269	50.5256
MGG_05252T0	1375	1376	828.262	46.2415
MGG_14705T0	267	268	14	4.01306
MGG_02468T0	3234	3235	501	11.8972
MGG_07810T0	348	349	1	0.220119
MGG_00729T0	3427	3428	21	0.47061
MGG_16028T0	225	226	0	0
MGG_06411T0	1278	1279	1182	70.9953
MGG_12939T0	1862	1863	25706	1060
MGG_01034T0	5402	5403	848.664	12.0666
MGG_05666T0	5841	5842	3537	46.5111
MGG_17578T0	642	643	329	39.3068
MGG_15199T0	411	412	0	0
MGG_17804T0	189	190	0	0
MGG_01544T0	1600	1601	30	1.4395
MGG_04128T0	2204	2205	3331	116.051
MGG_04209T0	2778	2779	101	2.792
MGG_01453T0	2446	2447	4280	134.367
MGG_16715T0	261	262	0	0
MGG_01631T0	2248	2249	2773.15	94.7254
MGG_08119T0	393	394	5	0.974892
MGG_00239T0	3723	3724	0	0
MGG_16302T0	1145	1146	60	4.02207
MGG_15724T0	1579	1580	72.8054	3.53989
MGG_17493T0	534	535	8.96659	1.28753
MGG_08026T0	965	966	16	1.27241
MGG_06765T0	2578	2579	3003	89.4513
MGG_00134T0	4621	4622	5529	91.8966
MGG_16721T0	2775	2776	348	9.63036
MGG_04903T0	2970	2971	350.549	9.06419
MGG_16514T0	561	562	0	0
MGG_12424T0	3228	3229	194	4.61547
MGG_04790T0	6360	6361	993.772	12.0017
MGG_04058T0	1577	1578	467	22.7349
MGG_04440T0	3046	3047	4911	123.817
MGG_01625T0	20262	20263	2207.84	8.37041
MGG_01625T1	20188	20189	2882.16	10.967
MGG_04415T0	2693	2694	210	5.98831
MGG_07340T0	3338	3339	210	4.83154
